ACT composite score,SAT total score,parental level of education,parental income,high school gpa,college gpa,years to graduate
27,1981,some college,63097,3.6,2.9,5
29,2095,associate's degree,62166,4.0,3.4,4
32,2183,some college,70383,4.0,3.3,6
28,1895,some high school,51490,3.5,3.3,4
28,2041,some college,58044,3.8,3.3,5
25,1848,bachelor's degree,96486,3.4,3.3,5
26,1957,some college,53480,3.6,3.0,5
31,2148,associate's degree,62642,4.0,3.4,6
27,1857,some high school,50510,3.4,3.3,7
29,1955,some college,74442,3.7,3.4,5
28,1911,associate's degree,73208,3.5,3.4,4
28,1922,high school,71422,3.8,3.7,3
29,2066,high school,57935,3.8,3.5,3
33,2128,high school,78936,4.0,3.6,4
26,1843,some college,40332,3.4,2.8,6
32,2196,master's degree,93598,4.0,3.8,6
28,1942,associate's degree,65478,3.7,3.4,5
29,2008,some college,96208,3.8,3.4,7
29,2160,bachelor's degree,38734,4.0,3.3,5
32,2216,master's degree,90895,4.0,3.7,4
20,1594,some college,62098,2.9,2.7,5
31,2063,some high school,33931,4.0,3.2,5
28,2039,some high school,44294,3.8,3.2,5
31,2196,associate's degree,55818,4.0,3.7,3
32,2187,high school,18887,4.0,3.3,9
30,2104,associate's degree,36924,3.9,3.1,6
34,2293,master's degree,97653,4.0,3.8,4
27,1956,some high school,36669,3.5,2.8,7
32,2163,some college,43854,4.0,3.3,5
29,1948,master's degree,69194,3.8,3.5,3
36,2394,master's degree,103820,4.0,4.0,3
26,1914,bachelor's degree,87188,3.5,3.4,5
26,1785,some high school,58748,3.3,3.3,5
26,1899,master's degree,82708,3.5,3.2,6
28,1961,high school,36926,3.7,3.5,4
28,1963,high school,66007,3.8,3.6,4
28,1917,associate's degree,63804,3.6,3.2,4
27,1925,high school,67861,3.5,3.3,4
29,2060,bachelor's degree,106027,4.0,3.8,3
27,1896,associate's degree,74882,3.6,3.7,3
26,1836,high school,65857,3.4,3.3,6
27,1987,some college,59180,3.7,2.8,6
27,1977,high school,80850,3.7,3.4,5
29,2037,master's degree,127845,3.8,3.6,4
29,2018,some high school,50039,3.7,3.2,4
28,1949,some high school,54847,3.6,3.1,8
28,1949,associate's degree,72715,3.6,3.6,5
29,1982,some college,62836,3.9,3.1,6
24,1778,some high school,66456,3.1,3.0,6
25,1884,some high school,70896,3.5,3.4,4
29,1967,some high school,90516,3.8,3.8,4
22,1678,some college,52664,2.8,3.1,8
29,2098,some college,66945,4.0,3.5,4
26,1918,some high school,73808,3.4,3.5,4
27,2040,master's degree,86219,3.8,3.1,7
28,2010,bachelor's degree,109845,3.8,3.3,6
29,2081,associate's degree,105381,3.9,3.7,4
30,2134,some college,59807,4.0,3.4,6
32,2009,high school,55404,4.0,3.6,6
33,2158,high school,76204,4.0,3.9,5
32,2166,high school,69067,4.0,3.5,4
31,2200,some college,70367,4.0,3.7,5
27,1955,some high school,49569,3.7,3.4,5
30,1967,some high school,46007,3.8,3.2,5
30,1989,some college,64674,3.8,3.5,4
27,1982,some college,42107,3.6,3.4,4
27,1882,high school,29802,3.5,3.2,5
28,1872,some high school,37516,3.5,3.3,6
28,1865,high school,74318,3.7,3.4,4
32,2237,bachelor's degree,90275,4.0,3.5,5
35,2243,associate's degree,70890,4.0,3.6,5
25,1840,some college,37720,3.2,3.3,5
30,2132,bachelor's degree,81140,3.9,3.5,4
27,1851,some high school,34820,3.5,2.9,7
27,1960,associate's degree,68618,3.6,3.2,5
31,2228,some college,62113,4.0,3.5,6
34,2151,bachelor's degree,89244,4.0,3.5,4
28,2101,bachelor's degree,99565,4.0,3.6,4
31,1987,high school,40706,3.8,3.5,8
21,1604,some college,79020,2.7,3.1,8
27,1930,high school,35833,3.5,3.3,5
23,1769,some high school,43219,3.1,3.3,4
33,2303,bachelor's degree,79128,4.0,3.2,5
28,2005,some college,106685,3.6,3.7,3
32,2100,high school,61641,3.9,3.4,4
29,2034,master's degree,114762,3.9,3.8,6
24,1712,high school,54966,3.1,3.1,4
31,2093,master's degree,97260,4.0,3.6,4
31,2048,master's degree,110524,4.0,3.7,4
25,1641,some college,64329,3.0,3.1,7
29,2015,bachelor's degree,81015,3.9,3.3,6
26,1881,some high school,47122,3.6,3.0,7
29,2029,master's degree,73009,3.8,3.5,4
30,1989,some high school,55122,3.6,3.3,7
29,2062,high school,54756,3.8,3.4,4
28,1998,some high school,58225,3.7,3.4,5
33,2252,associate's degree,90621,4.0,3.6,5
28,1897,some college,66082,3.6,3.2,8
30,2167,associate's degree,79771,4.0,3.5,4
28,1960,high school,57019,3.6,3.2,7
28,1950,associate's degree,72466,3.7,3.3,4
25,1871,some college,37882,3.4,3.2,6
25,1818,some high school,37280,3.1,2.9,9
32,2254,some college,58130,4.0,3.7,5
28,1926,high school,45451,3.5,3.1,6
31,2054,bachelor's degree,77338,4.0,3.3,4
31,2107,high school,42015,3.9,3.4,6
29,1997,some high school,39464,3.6,3.4,4
26,1852,some high school,53651,3.3,3.1,4
31,2182,master's degree,69101,4.0,3.4,6
31,2170,some college,50853,4.0,3.0,5
31,2026,associate's degree,63988,4.0,3.2,7
29,2088,associate's degree,56332,3.8,3.3,5
28,1938,high school,43447,3.5,3.2,6
30,2192,bachelor's degree,80264,4.0,3.6,7
25,1852,some college,59082,3.2,3.1,8
31,2070,associate's degree,72170,4.0,3.1,5
28,1918,high school,50438,3.5,3.2,4
28,2022,some college,61697,3.9,3.0,5
34,2274,associate's degree,87614,4.0,3.9,6
28,2008,some college,37025,3.7,3.5,7
29,2012,some college,54609,3.8,3.1,7
30,2072,some college,58644,4.0,3.6,5
28,1966,some high school,94884,3.7,3.4,4
29,2189,bachelor's degree,75639,4.0,3.4,4
28,1998,some college,54412,3.9,3.2,5
25,1794,high school,72755,3.2,3.1,7
29,2089,master's degree,92198,3.9,3.5,8
31,2062,associate's degree,60138,4.0,3.2,5
26,1940,high school,41157,3.4,3.0,6
28,1972,high school,70593,3.6,3.5,4
29,1949,associate's degree,88682,3.6,3.4,5
32,2097,associate's degree,61696,3.9,3.5,4
24,1804,some college,72715,3.2,3.0,5
23,1771,some college,88313,3.2,3.4,4
32,2166,some college,83864,4.0,3.4,5
29,1937,associate's degree,67706,3.7,3.5,3
29,2078,bachelor's degree,72783,4.0,3.2,7
29,2123,some college,56262,4.0,3.7,3
25,1814,some college,61699,3.3,3.2,7
28,1954,some high school,38012,3.7,3.2,5
29,2077,some college,63927,4.0,3.2,6
28,2046,some high school,61197,3.7,3.1,5
26,1871,bachelor's degree,92811,3.4,3.1,6
28,1958,some high school,41971,3.7,3.2,6
28,1903,some high school,42065,3.5,3.4,4
30,2071,master's degree,77209,4.0,3.4,5
26,1799,some high school,55148,3.5,3.0,6
27,1877,high school,83143,3.4,3.7,3
27,1972,bachelor's degree,63649,3.7,3.3,4
27,1845,associate's degree,72387,3.6,3.3,4
31,2180,bachelor's degree,90538,4.0,3.4,7
30,2009,some college,80597,3.8,3.5,4
28,2022,bachelor's degree,90002,3.8,3.4,4
28,1979,high school,54849,3.6,3.2,4
33,2353,bachelor's degree,100326,4.0,3.6,4
28,1861,high school,39510,3.5,3.4,4
27,1996,associate's degree,61631,3.6,3.6,4
32,2176,some college,61523,4.0,3.8,6
30,2058,some college,42263,3.9,3.5,4
25,1710,some college,85550,3.1,3.0,5
31,2127,some college,77480,4.0,3.5,4
27,1879,some college,63421,3.7,3.3,8
27,2151,master's degree,87869,4.0,3.6,4
30,2031,high school,43728,3.8,3.2,6
28,1946,some college,58017,3.6,3.2,4
27,1901,some college,80111,3.5,3.1,5
29,1956,associate's degree,86462,3.6,3.6,3
27,1971,master's degree,102918,3.7,3.4,5
28,1955,associate's degree,73969,3.8,3.3,7
31,2068,some college,62844,4.0,3.5,4
23,1631,some high school,22544,3.0,3.1,4
29,2028,some college,88396,3.8,3.4,4
28,1955,some high school,61181,3.7,3.2,7
30,2082,some college,62448,3.9,3.3,4
27,1823,some college,58571,3.4,3.1,4
25,1776,high school,51506,3.1,2.8,7
27,1921,associate's degree,64199,3.4,3.6,6
30,1989,some college,82895,3.8,3.3,4
34,2218,some college,69044,4.0,3.9,3
26,1897,high school,69858,3.5,3.1,5
27,1895,high school,59963,3.3,2.9,5
30,1995,some high school,17869,3.8,3.4,4
34,2217,associate's degree,58035,4.0,3.4,5
30,2054,some college,80154,3.9,3.3,7
31,2006,high school,60023,3.8,3.5,5
29,2037,master's degree,101937,3.8,3.2,5
28,1916,high school,56992,3.7,3.3,4
27,1905,some college,41372,3.5,3.0,8
26,1813,some high school,54252,3.4,3.3,4
26,1767,high school,85078,3.3,3.7,3
23,1750,some college,76611,3.1,3.4,3
27,1991,bachelor's degree,77413,3.6,3.2,7
34,2290,some college,87177,4.0,3.8,4
27,2052,some college,87721,3.8,3.3,5
28,1957,associate's degree,87431,3.7,3.1,8
27,2029,some college,62090,3.8,3.1,5
26,1830,associate's degree,76803,3.4,3.3,4
32,2157,associate's degree,88203,4.0,3.4,6
25,1907,some high school,55416,3.5,3.2,4
23,1703,associate's degree,74041,3.0,3.3,4
28,2032,some high school,51192,3.8,3.3,6
25,1818,some college,70592,3.3,3.4,7
31,2034,some high school,56253,3.9,3.3,4
32,2049,high school,57423,3.9,3.4,4
27,2025,bachelor's degree,80439,3.8,3.3,6
26,1901,some high school,48218,3.6,3.0,6
30,2163,master's degree,106996,4.0,3.7,8
28,2040,some college,46478,3.8,3.3,5
27,1983,high school,66881,3.6,3.6,4
35,2306,master's degree,94872,4.0,3.9,4
30,2102,bachelor's degree,68872,4.0,3.4,5
27,1855,some high school,66743,3.5,3.3,4
26,2002,bachelor's degree,93942,3.8,3.4,4
27,1938,some high school,29534,3.4,3.3,6
25,1764,some high school,62303,3.3,2.8,7
28,1971,bachelor's degree,110414,3.6,3.3,5
23,1739,high school,102994,3.1,3.4,7
28,1843,high school,53186,3.6,3.1,6
22,1680,some college,52528,3.0,3.0,4
35,2400,bachelor's degree,83202,4.0,3.5,5
32,2070,associate's degree,54721,4.0,3.5,4
24,1779,some high school,64381,3.2,2.8,6
32,2051,associate's degree,77207,4.0,3.3,5
29,2091,some college,92982,3.9,3.5,4
30,2126,some college,84527,4.0,3.4,4
34,2345,bachelor's degree,79828,4.0,3.3,5
22,1798,some high school,75712,3.2,3.0,5
26,1943,some college,71587,3.4,3.2,4
26,1960,some college,79291,3.5,3.0,5
27,1945,some high school,57573,3.6,3.1,7
27,1880,some high school,38600,3.3,3.1,7
31,2075,some college,55543,4.0,3.6,7
29,1914,some high school,50170,3.7,3.2,4
28,2086,some college,64366,3.9,2.9,5
25,1847,high school,44818,3.3,2.9,10
23,1757,some college,80394,3.0,3.5,4
27,1873,high school,80973,3.5,3.5,4
28,1998,associate's degree,93752,3.7,3.2,5
29,2042,some high school,36701,3.9,3.1,7
26,1901,bachelor's degree,85567,3.5,3.5,4
22,1688,some high school,46424,3.0,3.0,5
30,2064,associate's degree,69898,4.0,3.5,4
30,1997,associate's degree,77004,3.9,3.6,4
32,2137,some college,60130,4.0,3.3,4
28,1974,some college,77227,3.6,3.2,6
28,2064,associate's degree,111182,3.9,3.6,4
28,1966,some college,48511,3.6,3.3,5
26,1834,associate's degree,60539,3.5,3.0,9
27,1937,some college,58278,3.6,3.5,3
34,2206,associate's degree,97152,4.0,3.7,4
29,2049,master's degree,117787,3.8,3.6,4
28,1978,some college,60673,3.9,3.2,4
29,2067,bachelor's degree,77364,3.9,3.2,6
30,2026,some college,70172,3.9,3.4,7
29,1957,some high school,40659,3.6,3.3,6
32,2127,master's degree,83609,4.0,3.4,4
26,1987,some college,84800,3.7,3.2,5
27,1965,associate's degree,63633,3.7,3.2,4
28,1905,some high school,34557,3.6,3.1,5
25,1893,some college,63738,3.3,3.1,6
26,1929,some college,99207,3.5,3.1,5
29,2103,associate's degree,105050,4.0,3.7,4
24,1793,associate's degree,69653,3.1,3.0,5
28,1885,high school,57619,3.4,3.3,4
30,2007,high school,62176,3.9,3.8,3
28,2052,some college,79722,3.7,3.3,4
34,2149,some college,69233,4.0,3.6,6
33,2115,high school,12357,4.0,3.2,5
29,2101,some college,72706,4.0,3.4,4
27,1832,associate's degree,78251,3.3,3.3,4
25,1795,associate's degree,71418,3.3,3.2,4
27,2000,some college,70394,3.7,3.2,5
27,1962,some college,36940,3.6,3.0,7
28,2038,some high school,35458,3.7,3.1,5
26,1773,some high school,39644,3.1,3.1,7
27,1839,bachelor's degree,73335,3.4,3.2,4
33,2123,master's degree,93787,4.0,3.8,4
30,2090,master's degree,66928,3.9,3.5,5
24,1841,some high school,55635,3.4,3.5,3
30,2012,associate's degree,82067,3.9,3.7,3
25,1886,some high school,39540,3.4,3.3,6
35,2286,associate's degree,63876,4.0,3.7,4
28,1991,some college,77753,3.7,3.5,6
31,2311,bachelor's degree,85509,4.0,3.5,4
28,2114,some college,68344,3.9,3.5,5
31,2126,high school,66259,4.0,3.4,7
30,2048,some college,71891,4.0,3.5,5
33,2113,associate's degree,86948,4.0,3.5,5
28,1894,some college,37210,3.6,3.1,8
29,1906,some college,61853,3.6,2.9,5
25,1885,some college,71444,3.3,3.2,7
28,1854,some high school,47107,3.4,3.3,5
27,1935,associate's degree,81921,3.5,3.5,5
29,1920,high school,70979,3.6,3.7,3
32,2097,high school,85049,3.9,3.7,5
26,1924,associate's degree,70031,3.6,3.3,4
28,1846,high school,60999,3.5,3.4,4
27,2053,some college,65550,3.8,3.2,7
27,1964,high school,61488,3.7,3.3,4
30,2145,master's degree,93373,4.0,3.6,4
29,1936,some high school,36177,3.6,3.4,8
32,2145,associate's degree,62798,4.0,3.7,3
28,1883,some college,68574,3.7,3.2,5
27,1884,high school,46240,3.7,3.3,7
31,2150,some college,74155,4.0,3.8,3
29,1901,high school,54933,3.7,3.2,7
29,2028,some high school,44340,3.8,3.3,5
31,2162,associate's degree,43868,4.0,2.9,6
28,1955,associate's degree,93795,3.8,3.5,4
27,1964,associate's degree,73448,3.6,3.4,4
32,2132,high school,49832,4.0,3.6,5
34,2209,some college,68805,4.0,3.7,4
26,1859,high school,66893,3.3,3.2,7
26,1864,high school,33169,3.4,3.1,7
29,2007,bachelor's degree,83345,3.9,3.8,3
33,2207,associate's degree,85352,4.0,3.7,7
31,2133,some college,68033,4.0,3.3,6
29,1913,associate's degree,92537,3.6,3.4,4
32,2141,some college,69568,4.0,3.3,5
32,2164,associate's degree,59418,4.0,3.0,6
31,2070,some high school,60378,3.9,3.3,4
26,1807,some college,82432,3.4,3.4,4
23,1811,some college,67306,3.2,3.2,4
30,2033,bachelor's degree,100124,3.8,3.7,3
32,2182,some college,44508,4.0,3.3,8
24,1828,associate's degree,59808,3.3,3.1,4
31,2180,some high school,71193,4.0,3.7,7
31,2129,bachelor's degree,53236,4.0,3.2,4
28,1900,high school,62909,3.4,3.3,4
28,1984,some college,71254,3.7,3.1,5
32,2201,associate's degree,89619,4.0,3.7,6
27,1933,bachelor's degree,89033,3.5,3.2,5
28,1873,high school,78760,3.4,3.2,5
29,1951,high school,31460,3.6,3.1,6
31,2165,master's degree,88434,4.0,3.5,6
26,1783,some high school,45555,3.2,2.8,6
26,1900,high school,56885,3.4,3.1,6
25,1880,associate's degree,82058,3.3,3.5,3
30,2160,bachelor's degree,57960,4.0,3.4,4
25,1877,some college,63376,3.5,3.0,6
29,2049,some college,72864,3.8,3.3,4
22,1756,some high school,33139,3.0,2.9,7
31,2061,master's degree,99695,4.0,3.5,4
30,1997,high school,55616,3.7,3.3,4
29,2043,some college,64105,3.9,3.0,5
33,2285,bachelor's degree,61498,4.0,3.6,6
28,2087,associate's degree,74017,3.8,3.2,6
28,1939,some high school,56922,3.7,3.5,4
28,1930,high school,42018,3.5,3.3,5
26,1969,high school,68776,3.7,3.6,3
30,2092,some college,82705,4.0,3.5,4
28,2070,high school,72547,3.8,3.4,4
30,2089,some high school,73535,3.8,3.2,8
32,2177,bachelor's degree,79444,4.0,3.4,4
31,2090,master's degree,92201,4.0,3.6,4
22,1813,bachelor's degree,95537,3.3,3.6,3
25,1841,some college,53604,3.3,3.4,7
27,2026,bachelor's degree,93255,3.8,3.7,6
35,2298,some college,54338,4.0,3.5,4
24,1804,some high school,40365,3.3,2.7,8
31,2105,associate's degree,54697,4.0,3.5,4
29,1938,some college,96517,3.6,3.2,7
25,1880,some college,68638,3.5,3.6,3
28,1893,some college,65428,3.6,3.1,4
30,1982,some high school,57994,3.7,3.3,5
31,2267,associate's degree,85407,4.0,3.4,5
28,2054,high school,50392,3.8,3.3,4
35,2356,master's degree,96699,4.0,3.8,5
24,1766,high school,33442,3.3,3.0,5
29,1933,master's degree,108231,3.6,3.2,6
28,2061,some college,45502,3.8,3.5,4
30,2137,some college,55715,4.0,3.4,4
32,2154,some college,63627,4.0,3.7,6
30,2057,associate's degree,83764,3.9,3.4,4
27,1896,some high school,88271,3.5,3.7,6
26,1852,bachelor's degree,80154,3.4,3.0,5
30,2010,high school,49833,3.8,3.6,6
26,1894,high school,68801,3.5,3.5,6
28,1918,associate's degree,102128,3.7,3.5,5
29,2040,associate's degree,58626,3.8,3.2,5
27,1962,some college,35088,3.6,3.2,5
29,2103,some college,57312,3.9,3.6,4
35,2294,bachelor's degree,37387,4.0,3.1,6
33,2280,bachelor's degree,87188,4.0,3.6,7
30,2061,some college,93800,4.0,3.5,6
28,2049,some college,60650,3.8,3.6,3
31,2123,associate's degree,56041,4.0,3.8,3
29,1973,associate's degree,73901,3.7,3.4,4
24,1835,some high school,74218,3.2,3.6,5
28,1967,associate's degree,73208,3.8,3.5,4
27,2063,bachelor's degree,70343,3.9,3.6,4
33,2186,high school,49602,4.0,3.6,5
28,1950,some high school,42558,3.7,3.1,5
29,1911,high school,63444,3.6,3.3,5
29,2040,high school,35238,3.7,3.0,6
32,2088,associate's degree,81572,4.0,3.6,4
27,1899,bachelor's degree,55006,3.6,3.1,5
28,2006,associate's degree,103114,3.7,3.8,3
27,2051,associate's degree,60963,3.8,3.2,5
30,2061,master's degree,101121,3.9,3.1,5
29,2069,associate's degree,75416,3.9,3.4,4
32,2178,some high school,41488,4.0,3.4,5
28,2008,some college,55388,3.8,3.5,3
28,1975,master's degree,88503,3.7,3.7,7
32,2227,associate's degree,89001,4.0,3.7,4
25,1859,some high school,45340,3.5,3.0,7
29,2157,some college,52352,4.0,3.4,5
31,2180,bachelor's degree,73726,4.0,3.7,5
30,2141,some college,61648,4.0,3.6,4
27,1913,some college,70471,3.5,3.2,5
34,2299,bachelor's degree,80555,4.0,3.5,4
31,2077,some college,73025,4.0,3.4,4
28,2038,associate's degree,76377,3.7,3.3,5
32,2193,high school,69861,4.0,3.6,4
33,2290,some college,73280,4.0,3.3,5
30,1937,high school,54076,3.7,3.0,5
28,1929,high school,68584,3.5,3.3,4
27,2002,bachelor's degree,88802,3.8,3.7,3
28,1939,high school,46983,3.6,3.3,5
26,1930,some college,70282,3.6,3.3,6
29,1948,high school,44514,3.6,3.1,7
26,1839,some high school,69720,3.5,3.2,4
29,1943,associate's degree,94936,3.8,3.3,6
27,1931,some college,90175,3.7,3.3,5
30,2039,associate's degree,72462,4.0,3.4,4
29,1963,master's degree,59690,3.7,3.5,3
28,2049,associate's degree,93857,3.9,3.2,5
27,1844,some high school,56198,3.3,3.3,4
32,2106,some high school,39968,3.9,3.2,5
30,2099,associate's degree,56072,4.0,3.5,4
28,1971,associate's degree,81941,3.8,3.5,4
27,1962,some high school,34915,3.7,3.2,5
29,1932,bachelor's degree,88775,3.7,3.7,3
28,1923,bachelor's degree,85464,3.6,3.6,3
27,1822,some college,63319,3.3,3.5,3
26,2043,some high school,40937,3.8,3.1,6
32,2138,high school,50661,4.0,3.5,5
31,2032,high school,48174,3.9,3.4,5
28,1938,some college,58124,3.6,3.2,5
29,1976,associate's degree,49945,3.9,3.6,4
26,1887,some college,70480,3.4,3.0,8
29,1955,some college,58263,3.7,3.6,4
27,1942,some college,97797,3.6,3.5,4
26,1925,high school,44168,3.7,3.4,5
27,1866,some college,80631,3.3,3.3,4
28,2023,some college,61208,3.9,3.3,4
28,1992,some college,59808,3.7,3.1,5
31,2075,some high school,48853,4.0,3.5,5
31,2057,high school,51829,3.9,3.4,4
30,2281,bachelor's degree,111811,4.0,3.6,4
29,2077,associate's degree,68674,3.9,3.4,6
28,2079,bachelor's degree,93863,3.9,3.8,4
32,2130,some high school,75889,4.0,3.4,5
25,1780,some high school,17583,3.0,2.8,5
27,1854,some high school,70558,3.4,3.1,6
28,2000,some college,65194,3.7,3.3,7
31,2120,associate's degree,60758,4.0,3.7,3
27,1923,master's degree,86684,3.5,3.3,5
31,2072,some high school,74342,3.8,3.2,5
29,1980,some high school,47072,3.8,3.3,6
30,2102,associate's degree,54511,4.0,3.5,6
30,2028,associate's degree,64113,3.8,3.5,4
26,1906,high school,58697,3.5,3.1,5
29,1971,associate's degree,76523,3.8,3.4,5
25,1783,some high school,70662,3.2,3.0,5
27,1978,associate's degree,41824,3.7,3.1,9
27,1920,high school,53134,3.6,3.2,6
34,2238,high school,60189,4.0,3.6,5
33,2338,master's degree,93891,4.0,3.9,3
27,1968,high school,49338,3.6,3.3,5
30,2108,bachelor's degree,48921,4.0,3.5,5
34,2147,some college,64530,4.0,3.5,4
29,2000,master's degree,70449,3.8,3.7,3
29,2020,high school,41114,3.7,3.6,4
30,2109,bachelor's degree,56337,4.0,2.9,5
31,2055,high school,79509,3.9,3.9,7
27,1916,associate's degree,82106,3.6,3.3,6
29,2070,some college,71110,3.9,3.7,4
26,1836,associate's degree,60988,3.3,3.4,3
28,1940,some college,44010,3.7,3.3,6
30,2108,some college,77216,4.0,3.4,4
28,1952,associate's degree,82229,3.6,3.4,5
32,2029,some college,56210,4.0,3.6,3
33,2213,some college,91926,4.0,3.6,4
28,1895,high school,47196,3.6,3.3,5
29,1913,some high school,33497,3.6,3.4,4
28,1951,some college,75126,3.7,3.4,6
23,1845,associate's degree,75534,3.2,3.3,6
29,2066,some high school,73094,3.9,3.6,4
24,1926,some high school,37311,3.4,3.5,5
27,1880,some high school,40182,3.5,3.3,8
28,1906,high school,45269,3.5,3.0,10
27,1883,some college,86820,3.7,3.8,4
28,1990,high school,35856,3.5,3.2,6
30,2048,some college,55166,3.8,3.2,4
28,1886,some high school,39707,3.4,3.3,5
28,2097,master's degree,90135,3.8,3.5,4
27,1869,some high school,66139,3.6,3.4,4
33,2266,some college,56634,4.0,3.6,4
26,1865,associate's degree,84797,3.4,3.6,4
32,2274,some college,68655,4.0,3.6,4
32,2143,associate's degree,61352,4.0,3.5,6
30,1990,bachelor's degree,87706,3.8,3.3,5
28,1967,some college,71898,3.7,3.6,3
20,1662,high school,65071,2.7,3.0,4
30,2069,associate's degree,71471,3.9,3.6,4
25,1919,some high school,42916,3.5,2.9,6
33,2266,high school,70559,4.0,3.6,4
30,2126,high school,73855,4.0,3.7,3
30,2153,master's degree,100389,4.0,3.7,5
33,2285,bachelor's degree,84927,4.0,3.7,4
30,2155,some college,56665,4.0,3.3,4
24,1856,some high school,63458,3.3,3.1,4
34,2216,associate's degree,71175,4.0,3.7,4
26,1825,some high school,42577,3.4,3.1,6
22,1727,some high school,42687,3.0,2.7,6
28,1957,associate's degree,67537,3.7,3.4,4
31,2153,master's degree,78403,4.0,3.5,4
24,1794,some high school,60737,3.1,3.4,4
27,1929,some college,61004,3.6,3.1,4
30,2160,high school,57463,4.0,3.4,4
28,1977,high school,42682,3.7,3.2,5
26,1920,associate's degree,64941,3.6,3.2,4
35,2278,master's degree,86984,4.0,3.6,4
25,1880,some college,47611,3.5,2.8,6
25,1763,some high school,55632,3.2,3.5,4
33,2175,some college,39979,4.0,3.3,5
32,2094,associate's degree,46797,4.0,3.4,5
30,2167,high school,39060,4.0,3.1,6
34,2258,high school,42804,4.0,3.6,5
29,1957,some high school,46621,3.6,3.1,5
30,2154,some college,65223,4.0,3.1,8
26,1793,some college,54117,3.3,3.0,5
30,2052,associate's degree,52446,3.9,3.4,4
26,1745,associate's degree,84960,3.1,3.3,4
22,1662,some high school,44358,2.9,3.2,4
35,2257,master's degree,104384,4.0,4.0,4
29,1978,some college,51707,3.9,3.2,5
28,1996,some college,80895,3.7,3.4,5
31,2124,some high school,59622,4.0,3.4,4
27,1959,master's degree,119586,3.7,3.8,4
28,2022,associate's degree,79312,3.7,3.1,8
27,1972,high school,82165,3.7,3.4,4
30,2071,high school,66566,4.0,3.6,6
24,1757,high school,61447,3.2,3.5,6
25,1826,high school,41846,3.2,3.1,5
25,1795,some high school,49768,3.2,3.1,8
30,2098,associate's degree,98982,4.0,3.4,5
30,2238,some high school,92913,4.0,4.0,3
28,1876,associate's degree,62212,3.6,3.4,4
25,1808,some high school,65060,3.3,3.0,5
30,2218,master's degree,81862,4.0,3.5,8
33,2092,associate's degree,48459,4.0,3.0,7
31,2205,bachelor's degree,79991,4.0,3.4,6
25,1847,bachelor's degree,57550,3.4,3.3,4
28,1959,high school,89572,3.6,3.5,4
29,2088,some college,96249,4.0,3.8,3
34,2239,associate's degree,68679,4.0,3.5,5
27,1913,some high school,81894,3.6,3.4,4
29,2041,some college,81809,3.8,3.5,4
29,2041,associate's degree,71763,3.9,3.4,6
28,2070,some college,61431,3.9,3.4,4
33,2323,master's degree,86492,4.0,3.6,6
31,2120,high school,69522,3.9,3.5,5
27,1990,some college,69323,3.6,3.7,4
30,2081,high school,77274,3.9,3.3,5
26,1932,bachelor's degree,89918,3.7,3.4,4
24,1848,high school,45245,3.4,3.4,5
33,2137,bachelor's degree,82821,4.0,3.9,3
32,2240,bachelor's degree,82359,4.0,3.7,4
29,2055,some high school,24790,3.7,3.4,4
29,2053,high school,49209,3.7,3.2,5
25,1888,some college,86302,3.5,3.4,4
29,2037,master's degree,75500,3.9,3.3,6
28,1993,associate's degree,71479,3.6,3.3,5
33,2154,high school,44982,4.0,3.6,5
28,1930,associate's degree,57260,3.7,3.7,3
34,2346,master's degree,67936,4.0,3.4,5
24,1895,some college,67149,3.4,3.4,4
28,1945,associate's degree,79750,3.7,3.4,4
28,2013,some high school,52898,3.8,3.3,4
25,1808,some college,61471,3.2,3.3,3
30,2209,master's degree,68840,4.0,3.7,3
33,2165,some college,46794,4.0,3.8,4
35,2302,bachelor's degree,84874,4.0,3.5,9
32,2242,master's degree,96159,4.0,3.6,4
24,1763,some high school,32788,3.2,3.1,7
31,2033,associate's degree,58995,3.9,3.3,5
33,2067,some high school,25803,4.0,3.3,8
29,2130,some college,67394,3.9,3.6,4
30,1876,high school,43224,3.7,3.2,5
32,2069,some high school,57932,4.0,3.2,5
31,2110,associate's degree,68271,4.0,3.5,4
27,2014,some high school,35274,3.7,3.2,6
32,2170,master's degree,77090,4.0,3.6,6
28,1956,some college,90642,3.7,3.3,5
26,1886,some high school,38002,3.4,3.2,9
30,2070,some college,94003,3.9,3.5,4
30,2136,bachelor's degree,75144,3.9,3.7,3
24,1673,high school,65671,3.2,3.0,5
26,1914,some high school,63438,3.4,3.2,5
33,2125,associate's degree,77294,4.0,3.7,6
30,2026,high school,53527,3.8,3.3,7
25,1739,some high school,32762,3.2,2.7,6
28,2037,associate's degree,61205,3.7,3.3,4
32,2300,master's degree,55852,4.0,3.5,4
33,2075,high school,56869,4.0,3.2,5
31,2119,associate's degree,71042,4.0,3.3,8
33,2147,bachelor's degree,74018,4.0,3.3,7
28,2033,some college,58284,3.8,3.5,3
29,1951,bachelor's degree,61930,3.6,3.4,6
30,1942,associate's degree,91783,3.7,3.3,5
27,1950,some college,74198,3.6,3.5,5
32,2184,some college,49409,4.0,3.5,7
32,2197,master's degree,107851,4.0,3.5,4
25,1705,some high school,46806,3.1,3.0,5
31,2159,high school,59896,4.0,3.8,3
32,2212,high school,49126,4.0,3.7,5
32,2137,some college,56547,4.0,3.5,4
26,1878,some high school,56571,3.4,3.2,5
29,2093,master's degree,88778,3.8,3.3,5
